,year,date,venue,attendance,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
1291,2018-19,"8:00pm, Wednesday 27th February 2019.",Selhurst Park,"25,754.",C Palace,1,45.5,17,2,11,4,79.9,3,5,2,50,40,1,8,8,2,0,Man Utd,3,54.5,13,4,5,4,80.8,2,6,0,57.1,60,2,9,8,3,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,V Guaita,J Ward,M Kelly,J Tomkins,P van Aanholt,J McArthur,L Milivojevic,J Schlupp,A Townsend,M Batshuayi,W Zaha,D De Gea,A Young,C Smalling,V Lindelöf,L Shaw,P Pogba,S McTominay,Fred ,D Dalot,R Lukaku,A Sánchez
1292,2018-19,"8:00pm, Wednesday 27th February 2019.",Anfield,"53,316.",Liverpool,5,61.6,19,10,4,5,85.2,4,7,1,75,55.6,3,5,7,0,0,Watford,0,38.4,5,3,1,1,76.5,1,4,2,40.7,44.4,5,7,5,2,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,A Ramses Becker,T Alexander-Arnold,J Matip,V van Dijk,A Robertson,J Milner,Fabinho ,G Wijnaldum,M Salah,S Mané,D Origi,B Foster,D Janmaat,A Mariappa,C Cathcart,A Masina,A Doucouré,E Capoue,W Hughes,R Pereyra,T Deeney,G Deulofeu
1293,2018-19,"8:00pm, Wednesday 27th February 2019.",Etihad Stadium,"53,528.",Man City,1,75.6,20,7,10,3,87.6,4,13,7,71.4,43.8,1,2,6,0,0,West Ham,0,24.4,2,1,1,0,69.4,1,2,2,28.6,56.3,5,6,2,2,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,Ederson ,Danilo ,V Kompany,N Otamendi,O Zinchenko,K De Bruyne,I Gündogan,D Silva,R Mahrez,S Agüero,L Sané,L Fabianski,R Fredericks,I Diop,A Ogbonna,B Johnson,P Obiang,D Rice,M Antonio,S Nasri,F Anderson,A Carroll
1294,2018-19,"7:45pm, Tuesday 26th February 2019.",Cardiff City Stadium,"31,849.",Cardiff,0,32.8,6,0,5,1,56.4,0,3,3,73.9,52.6,1,12,11,3,0,Everton,3,67.2,12,4,5,3,79.6,1,4,1,70,47.4,0,12,11,1,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,N Etheridge,B Manga,S Morrison,S Bamba,J Bennett,N Mendez-Laing,L Bacuna,A Gunnarsson,J Hoilett,B Reid,K Zohore,J Pickford,S Coleman,M Keane,P Jagielka,L Digne,M Schneiderlin,I Gueye,T Walcott,G Sigurdsson,Richarlison ,D Calvert-Lewin
1295,2018-19,"7:45pm, Tuesday 26th February 2019.",The John Smith's Stadium,"22,714.",Huddsf'ld,1,49.9,15,3,9,3,77.3,1,3,0,76.2,61.8,0,10,10,2,0,Wolves,0,50.1,7,0,5,2,77,1,5,4,50,38.2,2,10,9,2,0,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,J Lössl,D Duhaney,C Schindler,T Kongolo,E Durm,J Stankovic,J Hogg,P Billing,A Pritchard,K Ahearne-Grant,S Mounié,Rui Patrício ,R Bennett,C Coady,W Boly,M Doherty,L Dendoncker,R Neves,J Moutinho,J Otto,R Jiménez,D Jota
1296,2018-19,"7:45pm, Tuesday 26th February 2019.",The King Power Stadium,"30,558.",Leicester,2,49.1,19,3,9,7,82.7,2,4,2,71.4,58.7,2,6,3,1,0,Brighton,1,50.9,15,3,9,3,81.3,1,8,4,33.3,41.3,1,4,5,1,0,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,K Schmeichel,R Pereira,J Evans,H Maguire,B Chilwell,Y Tielemans,O Ndidi,J Maddison,D Gray,J Vardy,H Barnes,M Ryan,M Montoya,S Duffy,L Dunk,G Bong,P Groß,D Stephens,D Propper,A Knockaert,G Murray,S March
1297,2018-19,"8:00pm, Tuesday 26th February 2019.","St James' Park, Newcastle","48,323.",Newcastle,2,54.3,13,3,9,1,74.4,2,4,0,63.2,44.9,2,8,7,1,0,Burnley,0,45.7,12,2,6,4,66.5,1,7,2,56,55.1,2,8,8,3,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,M Dubravka,J Manquillo,F Schär,J Lascelles,F Lejeune,M Ritchie,Ayoze Pérez ,I Hayden,S Longstaff,M Almirón,S Rondón,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Gudmundsson,J Hendrick,J Cork,D McNeil,C Wood,A Barnes
1298,2018-19,"2:05pm, Sunday 24th February 2019.",Emirates Stadium,"59,877.",Arsenal,2,62.1,12,4,4,4,82,2,6,3,64.3,62.1,4,7,14,0,0,So'ton,0,37.9,10,4,3,3,70.5,1,4,1,68.8,37.9,3,14,7,0,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,B Leno,S Lichtsteiner,S Mustafi,S Papastathopoulos,S Kolasinac,L Torreira,G Xhaka,H Mkhitaryan,A Ramsey,A Iwobi,A Lacazette,A Gunn,J Bednarek,J Stephens,J Vestergaard,Y Valery,P Højbjerg,O Romeu,J Ward-Prowse,M Targett,S Armstrong,N Redmond
1299,2018-19,"2:05pm, Sunday 24th February 2019.",Old Trafford,"74,519.",Man Utd,0,35.4,6,3,1,2,73.5,1,3,3,50,41.9,1,15,17,1,0,Liverpool,0,64.6,7,1,4,2,84.6,0,7,1,63.2,58.1,3,17,14,3,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,D De Gea,A Young,C Smalling,V Lindelöf,L Shaw,A Herrera,S McTominay,P Pogba,J Mata,R Lukaku,M Rashford,A Ramses Becker,J Milner,J Matip,V van Dijk,A Robertson,J Henderson,Fabinho ,G Wijnaldum,M Salah,R Firmino,S Mané
1300,2018-19,"12:30pm, Saturday 23rd February 2019.",Turf Moor,"21,338.",Burnley,2,30.5,10,4,3,3,62.1,1,7,4,58.3,54.2,5,9,11,1,0,Tottenham,1,69.5,17,6,5,6,79.4,1,6,0,62.5,45.8,2,12,9,3,0,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Hendrick,A Westwood,J Cork,D McNeil,A Barnes,C Wood,H Lloris,J Foyth,T Alderweireld,J Vertonghen,S Aurier,M Sissoko,H Winks,D Rose,C Eriksen,H Kane,H Son
1301,2018-19,"3:00pm, Saturday 23rd February 2019.",Vitality Stadium,"10,671.",B'mouth,1,44.6,10,3,5,2,73.2,1,9,1,57.1,56.3,1,10,15,4,0,Wolves,1,55.4,10,2,5,3,75.2,0,8,3,52.4,43.8,2,15,10,5,0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,A Boruc,N Clyne,C Mepham,N Aké,A Smith,J Ibe,J Lerma,D Gosling,R Fraser,J King,D Solanke,Rui Patrício ,R Bennett,C Coady,W Boly,M Doherty,L Dendoncker,R Neves,J Moutinho,J Otto,R Jiménez,D Jota
1302,2018-19,"3:00pm, Saturday 23rd February 2019.","St James' Park, Newcastle","52,174.",Newcastle,2,54.3,29,12,11,6,82.9,3,12,0,69.2,52.9,1,11,7,2,0,Huddsf'ld,0,45.7,4,1,1,2,78.8,0,0,0,50,47.1,10,7,11,0,1,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,M Dubravka,D Yedlin,F Schär,J Lascelles,F Lejeune,M Ritchie,Ayoze Pérez ,I Hayden,S Longstaff,M Almirón,S Rondón,J Lössl,T Smith,M Jorgensen,C Schindler,C Löwe,J Hogg,J Bacuna,A Mooy,J Puncheon,E Kachunga,L Depoitre
1303,2018-19,"5:30pm, Saturday 23rd February 2019.",The King Power Stadium,"31,778.",Leicester,1,65.4,27,5,10,12,84.8,0,8,0,84.2,53.3,1,7,14,2,0,C Palace,4,34.6,7,5,2,0,72.7,2,3,1,46.7,46.7,4,14,7,1,0,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,K Schmeichel,R Pereira,J Evans,H Maguire,C Fuchs,Y Tielemans,O Ndidi,J Maddison,R Ghezzal,J Vardy,H Barnes,V Guaita,J Ward,J Tomkins,M Sakho,P van Aanholt,J McArthur,L Milivojevic,J Schlupp,A Townsend,M Batshuayi,W Zaha
1304,2018-19,"7:45pm, Friday 22nd February 2019.",Cardiff City Stadium,"30,387.",Cardiff,1,35.4,15,6,5,4,66.1,1,3,3,43.5,57.1,2,10,11,1,0,Watford,5,64.6,12,7,4,1,81.9,4,3,1,57.1,42.9,4,11,10,2,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,N Etheridge,B Manga,S Morrison,S Bamba,L Bacuna,H Arter,J Ralls,J Bennett,C Paterson,O Niasse,J Murphy,B Foster,D Janmaat,A Mariappa,C Cathcart,A Masina,A Doucouré,E Capoue,W Hughes,R Pereyra,G Deulofeu,T Deeney
1305,2018-19,"7:45pm, Friday 22nd February 2019.",London Stadium,"59,950.",West Ham,3,55.1,21,7,9,5,82.3,3,12,3,47.8,52.5,4,11,10,1,0,Fulham,1,44.9,8,5,2,1,82.5,0,0,3,61.1,47.5,4,11,11,1,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,L Fabianski,P Zabaleta,I Diop,A Ogbonna,A Cresswell,D Rice,M Antonio,M Noble,R Snodgrass,F Anderson,J Hernández,Sergio Rico ,D Odoi,H Nordtveit,T Ream,J Bryan,T Cairney,C Chambers,J Seri,R Sessegnon,R Babel,A Mitrovic
1306,2018-19,"8:00pm, Monday 11th February 2019.",Molineux,"30,687.",Wolves,1,59.5,22,6,8,8,80.6,2,13,1,53.3,45.8,2,7,9,1,0,Newcastle,1,40.5,9,3,2,4,74.2,0,1,1,52.4,54.2,5,9,7,3,0,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,Rui Patrício ,R Bennett,C Coady,W Boly,M Doherty,L Dendoncker,R Neves,J Moutinho,J Otto,R Jiménez,D Jota,M Dubravka,F Schär,J Lascelles,F Lejeune,D Yedlin,I Hayden,S Longstaff,C Atsu,M Ritchie,Ayoze Pérez ,S Rondón
1307,2018-19,"1:30pm, Sunday 10th February 2019.",Wembley Stadium,"44,154.",Tottenham,3,53.1,12,5,2,5,84.2,2,2,7,57.1,40.5,9,11,4,3,0,Leicester,1,46.9,20,9,9,2,80.5,4,9,5,66.7,59.5,2,4,9,1,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,H Lloris,K Trippier,D Sánchez,J Vertonghen,D Rose,H Winks,M Sissoko,O Skipp,C Eriksen,H Son,F Llorente,K Schmeichel,R Pereira,J Evans,H Maguire,B Chilwell,O Ndidi,R Ghezzal,Y Tielemans,J Maddison,H Barnes,D Gray
1308,2018-19,"4:00pm, Sunday 10th February 2019.",Etihad Stadium,"54,452.",Man City,6,55.8,15,9,5,1,92.7,4,2,2,50,76.9,4,9,12,1,0,Chelsea,0,44.2,12,4,3,5,88.4,1,2,1,68.2,23.1,3,13,9,2,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,Ederson ,K Walker,J Stones,A Laporte,O Zinchenko,K De Bruyne,Fernandinho                            (c),I Gündogan,B Silva,S Agüero,R Sterling,K Arrizabalaga,C Azpilicueta,A Rüdiger,D Luiz,M Alonso,N Kanté,Jorginho ,R Barkley,Pedro ,G Higuaín,E Hazard
1309,2018-19,"12:30pm, Saturday 9th February 2019.",Craven Cottage,"25,001.",Fulham,0,51.2,15,3,7,5,77.9,2,5,2,52.6,37.1,4,14,9,3,0,Man Utd,3,48.8,15,7,4,4,78.3,0,4,3,36.4,62.9,3,9,14,2,0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,Sergio Rico ,D Odoi,M Le Marchand,T Ream,J Bryan,C Chambers,J Seri,A Schürrle,L Vietto,R Babel,A Mitrovic,D De Gea,D Dalot,C Smalling,P Jones,L Shaw,A Herrera,N Matic,P Pogba,J Mata,R Lukaku,A Martial
1310,2018-19,"3:00pm, Saturday 9th February 2019.",Selhurst Park,"25,552.",C Palace,1,57.2,25,5,10,10,82.2,5,10,4,29.4,44,3,12,9,3,0,West Ham,1,42.8,7,4,1,2,74.4,2,4,1,45.5,56,4,9,12,0,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,V Guaita,A Wan-Bissaka,M Kelly,M Sakho,P van Aanholt,J McArthur,L Milivojevic,J Schlupp,A Townsend,C Benteke,W Zaha,L Fabianski,R Fredericks,I Diop,A Ogbonna,A Cresswell,D Rice,M Antonio,M Noble,R Snodgrass,F Anderson,J Hernández
1311,2018-19,"3:00pm, Saturday 9th February 2019.",The John Smith's Stadium,"24,182.",Huddsf'ld,1,54.6,16,7,6,3,79.3,2,5,2,57.7,50,2,17,12,3,0,Arsenal,2,45.4,9,4,4,1,72,2,0,1,77.8,50,5,12,16,2,0,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,B Hamer,T Smith,M Jorgensen,C Schindler,T Kongolo,A Mooy,J Hogg,J Bacuna,A Diakhaby,E Kachunga,J Puncheon,B Leno,S Mustafi,L Koscielny,N Monreal,A Maitland-Niles,L Torreira,M Guendouzi,S Kolasinac,H Mkhitaryan,A Lacazette,A Iwobi
1312,2018-19,"3:00pm, Saturday 9th February 2019.",Anfield,"53,178.",Liverpool,3,65.6,20,9,6,5,88.7,5,8,1,52.2,57.7,2,14,6,2,0,B'mouth,0,34.4,12,2,5,5,76.9,0,5,2,53.8,42.3,6,6,13,2,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,A Ramses Becker,J Milner,J Matip,V van Dijk,A Robertson,G Wijnaldum,Fabinho ,N Keita,M Salah,R Firmino,S Mané,A Boruc,A Smith,S Cook,N Aké,D Rico Salguero,J Ibe,D Gosling,J Lerma,A Surman,R Fraser,J King
1313,2018-19,"3:00pm, Saturday 9th February 2019.",St. Mary's Stadium,"31,438.",So'ton,1,66.7,14,7,5,2,79.4,1,8,0,75,37.5,1,15,11,3,0,Cardiff,2,33.3,6,3,3,0,58.4,1,2,3,58.8,62.5,6,12,15,3,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,A McCarthy,J Bednarek,J Stephens,J Vestergaard,Y Valery,P Højbjerg,O Romeu,J Ward-Prowse,R Bertrand,S Long,N Redmond,N Etheridge,L Peltier,B Manga,S Bamba,C Paterson,A Gunnarsson,J Ralls,J Bennett,H Arter,B Reid,O Niasse
1314,2018-19,"3:00pm, Saturday 9th February 2019.",Vicarage Road,"20,333.",Watford,1,44,7,2,3,2,67.3,2,8,0,63.6,31.8,4,21,9,2,0,Everton,0,56,9,4,4,1,74.6,0,2,6,68.2,68.2,1,10,21,1,1,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,B Foster,D Janmaat,A Mariappa,C Cathcart,J Holebas,A Doucouré,E Capoue,W Hughes,K Sema,G Deulofeu,T Deeney,J Pickford,J Kenny,M Keane,K Zouma,L Digne,I Gueye,A Gomes,Richarlison ,T Davies,G Sigurdsson,C Tosun
1315,2018-19,"5:30pm, Saturday 9th February 2019.",Amex Stadium,"29,323.",Brighton,1,68.2,16,6,4,6,79,1,9,1,45.5,58.9,2,8,7,1,0,Burnley,3,31.8,9,5,2,2,58.9,1,3,0,45.5,41.1,5,7,8,1,0,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,M Ryan,M Montoya,S Duffy,L Dunk,G Bong,P Groß,D Stephens,D Propper,S March,G Murray,J Locadia,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Hendrick,A Westwood,J Cork,D McNeil,A Barnes,C Wood
1316,2018-19,"7:45pm, Wednesday 6th February 2019.",Goodison Park,"39,322.",Everton,0,38.8,4,1,0,3,74.7,0,5,0,70.4,37,2,12,6,1,0,Man City,2,61.2,15,4,4,7,85.5,3,6,5,45,63,1,6,12,1,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,J Pickford,J Kenny,M Keane,K Zouma,L Digne,I Gueye,A Gomes,T Walcott,T Davies,Bernard ,D Calvert-Lewin,Ederson ,K Walker,J Stones,N Otamendi,A Laporte,I Gündogan,Fernandinho ,D Silva,B Silva,S Agüero,L Sané
1317,2018-19,"8:00pm, Monday 4th February 2019.",London Stadium,"59,903.",West Ham,1,26.7,13,2,7,4,64.9,1,2,1,44.4,52.8,5,9,10,1,0,Liverpool,1,73.3,11,6,3,2,84.5,1,5,3,43.8,47.2,1,11,8,1,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,L Fabianski,R Fredericks,I Diop,A Ogbonna,A Cresswell,D Rice,M Noble,M Antonio,R Snodgrass,F Anderson,J Hernández,A Ramses Becker,J Milner,J Matip,V van Dijk,A Robertson,A Lallana,Fabinho ,N Keita,M Salah,R Firmino,S Mané
1318,2018-19,"2:05pm, Sunday 3rd February 2019.",The King Power Stadium,"32,148.",Leicester,0,44.8,17,6,8,3,78.2,1,7,0,58.3,50,5,14,8,4,0,Man Utd,1,55.2,10,6,2,2,81.2,2,2,1,68.8,50,6,9,12,4,0,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,K Schmeichel,R Pereira,J Evans,H Maguire,B Chilwell,N Mendy,O Ndidi,D Gray,J Maddison,H Barnes,J Vardy,D De Gea,A Young,E Bailly,V Lindelöf,L Shaw,N Matic,A Herrera,P Pogba,J Lingard,M Rashford,A Sánchez
1319,2018-19,"4:30pm, Sunday 3rd February 2019.",Etihad Stadium,"54,483.",Man City,3,58.8,19,12,3,4,87.6,3,4,5,53.8,79.2,1,11,7,1,0,Arsenal,1,41.2,4,2,0,2,78.5,1,2,0,55.6,20.8,9,8,10,1,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,Ederson ,K Walker,Fernandinho ,N Otamendi,A Laporte,K De Bruyne,I Gündogan,D Silva,B Silva,S Agüero,R Sterling,B Leno,S Lichtsteiner,S Mustafi,L Koscielny,N Monreal,A Iwobi,L Torreira,M Guendouzi,S Kolasinac,A Lacazette,P Aubameyang
1320,2018-19,"12:30pm, Saturday 2nd February 2019.",Wembley Stadium,"41,219.",Tottenham,1,71.6,21,4,8,9,87.2,5,6,2,50,52.6,2,6,5,0,0,Newcastle,0,28.4,8,2,3,3,67.1,0,3,2,58.8,47.4,1,6,6,1,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,H Lloris,K Trippier,D Sánchez,T Alderweireld,J Vertonghen,M Sissoko,H Winks,E Lamela,C Eriksen,H Son,Lucas Moura ,M Dubravka,D Yedlin,F Schär,J Lascelles,F Lejeune,M Ritchie,Ayoze Pérez ,S Longstaff,I Hayden,C Atsu,S Rondón
1321,2018-19,"3:00pm, Saturday 2nd February 2019.",Amex Stadium,"30,414.",Brighton,0,55.1,21,4,13,4,76.8,3,7,4,38.1,52,0,15,9,1,0,Watford,0,44.9,5,0,5,0,70.2,0,0,0,40.7,48,4,10,15,0,0,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,M Ryan,M Montoya,S Duffy,L Dunk,G Bong,P Groß,D Propper,Y Bissouma,S March,G Murray,J Locadia,B Foster,D Janmaat,A Mariappa,C Cathcart,J Holebas,T Cleverley,E Capoue,W Hughes,K Sema,G Deulofeu,T Deeney
1322,2018-19,"3:00pm, Saturday 2nd February 2019.",Turf Moor,"19,787.",Burnley,1,54.2,15,6,3,6,68.9,0,4,2,27.3,55.1,3,10,8,3,0,So'ton,1,45.8,10,4,3,3,66.3,1,2,0,70.6,44.9,5,9,9,1,0,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Hendrick,A Westwood,J Cork,D McNeil,A Barnes,C Wood,A McCarthy,J Bednarek,J Stephens,J Vestergaard,J Ward-Prowse,C Slattery,O Romeu,S Armstrong,M Targett,N Redmond,D Ings
1323,2018-19,"3:00pm, Saturday 2nd February 2019.",Stamford Bridge,"40,626.",Chelsea,5,65,23,7,8,8,88.3,3,11,2,77.8,50,2,8,5,0,0,Huddsf'ld,0,35,5,2,1,2,81,0,2,1,61.5,50,2,5,8,0,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,K Arrizabalaga,C Azpilicueta,A Christensen,D Luiz,M Alonso,N Kanté,Jorginho ,R Barkley,Willian ,G Higuaín,E Hazard,J Lössl,T Smith,C Schindler,T Kongolo,C Löwe,P Billing,J Bacuna,A Mooy,A Diakhaby,E Kachunga,I Mbenza
1324,2018-19,"3:00pm, Saturday 2nd February 2019.",Selhurst Park,"25,355.",C Palace,2,37.3,17,6,5,6,76,0,11,1,37.5,50,0,9,10,2,0,Fulham,0,62.7,8,0,7,1,85.7,1,1,1,73.3,50,4,12,8,3,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,V Guaita,A Wan-Bissaka,J Tomkins,M Sakho,P van Aanholt,A Townsend,J McArthur,L Milivojevic,J Schlupp,J Ayew,C Benteke,Sergio Rico ,D Odoi,M Le Marchand,T Ream,C Christie,C Chambers,J Seri,J Bryan,T Cairney,A Mitrovic,R Babel
1325,2018-19,"3:00pm, Saturday 2nd February 2019.",Goodison Park,"39,380.",Everton,1,64,13,4,2,7,80.5,2,3,2,66.7,62,1,12,13,3,0,Wolves,3,36,8,4,2,2,67,3,1,1,52.9,38,3,14,12,1,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,J Pickford,S Coleman,M Keane,K Zouma,L Baines,A Gomes,T Walcott,T Davies,G Sigurdsson,Richarlison ,C Tosun,Rui Patrício ,R Bennett,C Coady,W Boly,M Doherty,L Dendoncker,R Neves,J Moutinho,J Otto,R Jiménez,D Jota
1326,2018-19,"5:30pm, Saturday 2nd February 2019.",Cardiff City Stadium,"31,939.",Cardiff,2,26.9,12,5,0,7,61.5,2,6,2,52.9,57.4,2,17,12,1,0,B'mouth,0,73.1,9,2,5,2,83.1,0,7,0,30.8,42.6,3,14,17,2,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,N Etheridge,L Peltier,B Manga,S Bamba,J Bennett,C Paterson,A Gunnarsson,J Ralls,J Murphy,B Reid,O Niasse,A Boruc,N Clyne,S Cook,N Aké,A Smith,J Stanislas,D Gosling,A Surman,R Fraser,J King,D Solanke
1327,2018-19,"7:45pm, Wednesday 30th January 2019.",Vitality Stadium,"10,227.",B'mouth,4,32.1,12,7,2,3,76.3,5,3,1,60,57.1,7,8,6,1,0,Chelsea,0,67.9,11,7,2,2,89.9,2,7,6,46.2,42.9,3,6,8,0,0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,A Boruc,N Clyne,S Cook,N Aké,A Smith,J Stanislas,D Gosling,A Surman,R Fraser,D Brooks,J King,K Arrizabalaga,C Azpilicueta,A Rüdiger,D Luiz,Emerson ,N Kanté,Jorginho ,M Kovacic,Pedro ,G Higuaín,E Hazard
1328,2018-19,"7:45pm, Wednesday 30th January 2019.",St. Mary's Stadium,"28,339.",So'ton,1,58.8,13,4,5,4,82,2,3,2,62.5,51.1,1,11,8,2,0,C Palace,1,41.2,15,3,9,3,72.2,1,8,0,69.6,48.9,3,8,11,2,1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,A McCarthy,J Bednarek,J Stephens,J Vestergaard,Y Valery,P Højbjerg,O Romeu,J Ward-Prowse,M Targett,N Redmond,D Ings,V Guaita,A Wan-Bissaka,J Tomkins,M Sakho,P van Aanholt,C Kouyaté,L Milivojevic,J McArthur,A Townsend,J Ayew,W Zaha
